product_code,product_name_ro,pid_category,size_length,size_width,size_thickness,size_diameter,size_height,size_alloy,size_type,um1,um2,um1_to_um2,product_name_en,um_base,is_active,additional_info,cu_debitare,aliaj,densitate,size_roll_weight
43004040355030002240,TEAVA BRONZ D404X355X3000 MM CUAL10FE2-C,{0},,,,,,,,KG,,0,BRONZ BUSHING D404X355X80 MM CUAL10FE2-C,KG,n,TEAVA BRONZ D404X355X3000 MM CUAL10FE2-C,n,,,
48000350007000002140,BARA BRONZ D35X700 MM CUSN12-C-GM,{0},,,,,,,,KG,ML,8.5585,BRONZE ROUND BARS D35X3000 MM CUSN12,KG,n,BARA BRONZ D35X700 MM CUSN12-C-GM,y,,,
12010100100020001542,TABLA  ALUMINIU 1050 H24 1X1000X2000 MM FOL 2 PARTI,{0},,,,,,,,KG,BUC,5.4,"AL. SHEETS 1050 H24 1,0X1000X2000 MM + 2 SIDE PVC",KG,n,TABLA  ALUMINIU 1050 H24 1X1000X2000 MM FOL 2 PARTI,n,,,
3700050300300WIELAND,BARA LATA ALAMA 50X30X3000 MM CUZN39PB3 M WIELAND ,{0},,,,,,,,KG,ML,12.69,BRASS FLAT BARS 50X30X3000 MM CUZN39PB3 M  ,KG,n,BARA LATA ALAMA 50X30X3000 MM CUZN39PB3 M WIELAND ,n,,,
27100040003000063600,BARA LATA ALU  100X40X3000 MM 6082 T6,{0},,,,,,,,KG,ML,10.8,ALU FLAT BARS 100X40X3000 MM 6082 T6,KG,n,BARA LATA ALU  100X40X3000 MM 6082 T6,n,,,
1512015010002000PB99,TABLA PLUMB 99.94 1.5X1000X2000 MM,{0},,,,,,,,KG,,0,,KG,n,TABLA PLUMB 99.94 1.5X1000X2000 MM,n,,,
120PT5083035DEBITAT0,PLACI DEBITATE TURNATA 5083 35 MM,{0},,,,,,,,KG,BUC,1,CAST AL PLATE 5083 35 MM,KG,n,PLACI DEBITATE TURNATA 5083 35 MM,y,,,
120PT5083420DEBITAT0,PLACI DEBITATE TURNATA 5083 430 MM,{0},,,,,,,,KG,BUC,1,AL CUT PLATE 5083 430 MMCAST,KG,n,PLACI DEBITATE TURNATA 5083 430 MM,y,,,
120PT5083415DEBITAT0,PLACI DEBITATE TURNATA 5083 415 MM,{0},,,,,,,,KG,BUC,1,AL CUT PLATE 5083 415 MMCAST,KG,n,PLACI DEBITATE TURNATA 5083 415 MM,y,,,
120PT5083450DEBITAT0,PLACI DEBITATE TURNATA 5083 450 MM,{0},,,,,,,,KG,BUC,1,AL CUT PLATE 5083 450 MMCAST,KG,n,PLACI DEBITATE TURNATA 5083 450 MM,y,,,
23050050040600061500,PROFIL ALU U 50X50X50X4X6000 MM 6060  T6,{0},,,,,,,,KG,ML,1.5336,ALU U PROFILES 50X50X50X4X6000 MM 6060 T6,KG,n,PROFIL ALU U 50X50X50X4X6000 MM 6060  T6,n,,,
1811005013200000PERU,BANDA TITAN-ZINC NATURAL 0.5X1320 MM 45 ML/RULOU,{0},,,,,,,,KG,M2,3.5986,"TITAN-ZINC COILS 0.5 X 1320 MM, 45 M PER COIL",KG,n,BANDA TITAN-ZINC NATURAL 0.5X1320 MM 45 ML/RULOU,n,,,
48700820052030002040,BARA LATA BRONZ 82X52X3000 MM CUSN7ZN4PB7-C-GC,{0},,,,,,,,KG,,0,BRONZE FLAT BARS 82X52X3000 MM CUSN7ZN4PB7-C,KG,n,BARA LATA BRONZ 82X52X3000 MM CUSN7ZN4PB7-C-GC,n,,,
48700620032030002040,BARA LATA BRONZ 62X32X3000 MM CUSN7ZN4PB7-C-GC,{0},,,,,,,,KG,ML,17.459,BRONZE FLAT BARS 60X32X3000 MM CUSN7ZN4PB7-C,KG,n,BARA LATA BRONZ 62X32X3000 MM CUSN7ZN4PB7-C-GC,n,,,
123120125250RV151154,TABLA  AL PERFORATA 1050H24 RV15-115 2x1250X2500MM,{0},,,,,,,,BUC,,0,PERFORATED SHEETS AL1050 H24 RV  15-115 2.0X1250X2500MM,BUC,n,TABLA  AL PERFORATA 1050H24 RV15-115 2x1250X2500MM,n,,,
12310125250RV305032,TABLA  AL PERFORATA 1050  RV3-5 1x1250X2500 MM,{0},,,,,,,,BUC,,0,"PERFORATED SHEETS  1050 RV 3-5  1,0X1250X2500MM",BUC,n,TABLA  AL PERFORATA 1050  RV3-5 1x1250X2500 MM,n,,,
32200501000200MIRROR,TABLA ALAMA CUZN37 R350 MIRROR 0.5X1000X2000 MM,{0},,,,,,,,KG,BUC,8.47,BRASS SHEETS CUZN37 R350-MIRROR FINISH-0.5X1000X2000 MM,KG,n,TABLA ALAMA CUZN37 R350 MIRROR 0.5X1000X2000 MM,n,,,
32290000110080000240,PLACA ALAMA CUZN39PB2 90X110X800 MM,{0},,,,,,,,KG,,0,BRASS CUT PLATE CUZN39PB2 90X110X800 MM,KG,n,PLACA ALAMA CUZN39PB2 90X110X800 MM,n,,,
11011001200500110540,BANDA AL 1050 H24 1.2X1000 MM 1000KG,{0},,,,,,,,KG,,0,AL COILS 1050 H24 1.2X1000 MM 1000KG,KG,n,BANDA AL 1050 H24 1.2X1000 MM 1000KG,n,,,
26002000000000015000,SARMA AL 2 MM LA COLAC 1050  MOALE,{0},,,,,,,,KG,,0,ALU WIRE 2 MM 1050 SOFT IN COIL,KG,n,SARMA AL 2 MM LA COLAC 1050  MOALE,n,,,
46CUCRZR460140003000,BARA D14X3000 MM CUCR1ZR ,{0},,,,,,,,KG,,0,ROUND BARS CUCR1ZR D14X3000 MM,KG,n,BARA D14X3000 MM CUCR1ZR ,y,,,
46CUCRZR460250003000,BARA D25X3000 MM CUCR1ZR,{0},,,,,,,,KG,,0,COPPER ROUND BARS D25X3000 MM CUCR1ZR,KG,n,BARA D25X3000 MM CUCR1ZR,y,,,
46CUCRZR470800303000,BARA LATA 80X30X3000 MM CUCR1ZR,{0},,,,,,,,KG,,0,FLAT BARS  80X30X3000 MM CUCR1ZR,KG,n,BARA LATA 80X30X3000 MM CUCR1ZR,n,,,
3600015004300WIELAND,BARA PATRATA ALAMA  15X15X3000 MM CUZN39PB3 WIELAND,{0},,,,,,,,KG,ML,1.9035,BRASS SQUARE BARS CUZN39PB3 15X15X3000 MM,KG,n,BARA PATRATA ALAMA  15X15X3000 MM CUZN39PB3 WIELAND,n,,,
42103000601197100440,TABLA CUPRU CU-ETP 1/2 TARE 3X601X651 MM,{0},,,,,,,,KG,BUC,10.4934,COPPER SHEETS CU-ETP R240 3X601X1971 MM,KG,n,TABLA CUPRU CU-ETP 1/2 TARE 3X601X651 MM,n,,,
42103000610194400440,TABLA CUPRU CU-ETP 1/2 TARE 3X610X966 MM,{0},,,,,,,,KG,BUC,15.804,COPPER SHEETS CU-ETP R240 3X610X1944 MM,KG,n,TABLA CUPRU CU-ETP 1/2 TARE 3X610X966 MM,n,,,
42103000350600000440,TABLA CUPRU CU-ETP 1/2 TARE 3X350X6000 MM,{0},,,,,,,,KG,,0,COPPER SHEETS CU-ETP R240 3X350X6000 MM,KG,n,TABLA CUPRU CU-ETP 1/2 TARE 3X350X6000 MM,n,,,
42103000400600000440,TABLA CUPRU CU-ETP 1/2 TARE 3X400X6000 MM,{0},,,,,,,,KG,,0,COPPER SHEETS CU-ETP R240 3X400X6000 MM,KG,n,TABLA CUPRU CU-ETP 1/2 TARE 3X400X6000 MM,n,,,
42103000250600000440,TABLA CUPRU CU-ETP 1/2 TARE 3X250X6000 MM,{0},,,,,,,,KG,,0,COPPER SHEETS CU-ETP R240 3X250X6000 MM,KG,n,TABLA CUPRU CU-ETP 1/2 TARE 3X250X6000 MM,n,,,
42100701000200000242,TABLA CUPRU CU-DHP R240 1/2 T 0.7X1000X2000 MM FOLIAT 2P,{0},,,,,,,,KG,,0,COPPER SHEETS CU-DHP R240 0.7X1000X2000 MM WITH PROTECTION FOIL 2 SIDES ,KG,n,TABLA CUPRU CU-DHP R240 1/2 T 0.7X1000X2000 MM FOLIAT 2P,n,,,
32200701000200000142,TABLA ALAMA CUZN37 R350 0.7X1000X2000 MM FOLIAT 2 PARTI,{0},,,,,,,,KG,BUC,11.858,BRASS SHEETS CUZN37 R350 0.7X1000X2000 MM WITH PROTECTION FOIL 2 SIDES,KG,n,TABLA ALAMA CUZN37 R350 0.7X1000X2000 MM FOLIAT 2 PARTI,n,,,
120203001000200011F1,TABLA  ALUMINIU 2017A 3X1000X2000 MM  FOL 1 PARTE,{0},,,,,,,,KG,,0,ALU PLATES 2017A 3X1000X2000 MM + 1 SIDE PVC,KG,n,TABLA  ALUMINIU 2017A 3X1000X2000 MM  FOL 1 PARTE,n,,,
43000660049003002040,TEAVA BRONZ D66X49X3000 MM CUSN7ZN4PB7-C-GC,{0},,,,,,,,KG,,0,BRONZE ROUND TUBES D66X49X3000 MM CUSN7ZN4PB7-C-GC,KG,n,TEAVA BRONZ D66X49X3000 MM CUSN7ZN4PB7-C-GC,n,,,
43000410029003002040,TEAVA BRONZ D41X29X3000 MM CUSN7ZN4PB7-C-GC,{0},,,,,,,,KG,,0,BRONZE ROUND TUBE D41X29X3000 MM CUSN7ZN4PB7-C,KG,n,TEAVA BRONZ D41X29X3000 MM CUSN7ZN4PB7-C-GC,n,,,
43000810068003002040,TEAVA BRONZ D81X68X3000 MM CUSN7ZN4PB7-C-GC,{0},,,,,,,,KG,,0,BRONZE ROUND TUBES D81X68X3000 MM CUSN7ZN4PB7-C-GC,KG,n,TEAVA BRONZ D81X68X3000 MM CUSN7ZN4PB7-C-GC,n,,,
61CSUSZKA/5231105535,ROLE PENTRU CORTINE CORTINE,{0},,,,,,,,BUC,,0,,BUC,n,ROLE PENTRU CORTINE CORTINE,n,,,
33035035050500000240,PROFIL ALAMA CUZN40PB2AL L35X35X5X5000 MM ,{0},,,,,,,,KG,,0,BRASS L PROFILE L35X35X5X5000 MM CUZN40PBAL2 M,KG,n,PROFIL ALAMA CUZN40PB2AL L35X35X5X5000 MM ,n,,,
41101200143000201340,BANDA CUPRU CU-ETP R220 H040 0.12X14 MM,{0},,,,,,,,KG,,0,COPPER STRIPS CU-ETP R220 H040 0.12X14 MM,KG,n,BANDA CUPRU CU-ETP R220 H040 0.12X14 MM,n,,,
41100700143000201340,BANDA CUPRU CU-ETP R290 H090 0.07X14 MM,{0},,,,,,,,KG,,0,COPPER STRIPS CU-ETP R290 H090 0.07X14 MM,KG,n,BANDA CUPRU CU-ETP R290 H090 0.07X14 MM,n,,,
41100600103000201340,BANDA CUPRU CU-ETP R290 H090 0.06X10 MM,{0},,,,,,,,KG,,0,COPPER STRIPS CU-ETP R2900 H090 0.06X10 MM,KG,n,BANDA CUPRU CU-ETP R290 H090 0.06X10 MM,n,,,
48000480000003002240,BARA ALU-BRONZ D48X3000 MM CUAL10NI5FE4,{0},,,,,,,,KG,,0,BRONZE ROUND BARS D48X3000 MM CUAL10NI5FE4,KG,n,BARA ALU-BRONZ D48X3000 MM CUAL10NI5FE4,y,,,
24100022015330061500,TEAVA RECTANG. ALU 100X22X1.5X3300 MM 6060  T6,{0},,,,,,,,KG,,0,ALU RECT. TUBES 100X22X1.5X3300 MM 6060 T6,KG,n,TEAVA RECTANG. ALU 100X22X1.5X3300 MM 6060  T6,n,,,
27060015030000063500,BARA LATA ALU  60X15X6000 MM 6082 T6,{0},,,,,,,,KG,ML,2.43,ALU FLAT BARS 60X15X6000 MM 6082 T6,KG,n,BARA LATA ALU  60X15X6000 MM 6082 T6,n,,,
43000410024003002040,TEAVA BRONZ D41X24X3000 MM CUSN7ZN4PB7-C-GC,{0},,,,,,,,KG,,0,BRONZE ROUND TUBES D41X24X3000 MM CUSN7ZN4PB7-C-GC,KG,n,TEAVA BRONZ D41X24X3000 MM CUSN7ZN4PB7-C-GC,n,,,
43000560039003002040,TEAVA BRONZ D56X39X3000 MM CUSN7ZN4PB7-C-GC,{0},,,,,,,,KG,,0,BRONZE ROUND TUBES D56X39X3000 MM CUSN7ZN4PB7-C-GC,KG,n,TEAVA BRONZ D56X39X3000 MM CUSN7ZN4PB7-C-GC,n,,,
61VEGZARO/BTIP000000,PROFIL DE INCHIDERE PT. CORTINA,{0},,,,,,,,BUC,,0,,BUC,n,PROFIL DE INCHIDERE PT. CORTINA,n,,,
43000870038003002040,TEAVA BRONZ D87X38X3000 MM CUSN7ZN4PB7-C-GC,{0},,,,,,,,KG,,0,BRONZE ROUND TUBES D87X38X3000 MM CUSN7ZN4PB7-C-GC,KG,n,TEAVA BRONZ D87X38X3000 MM CUSN7ZN4PB7-C-GC,n,,,
120PT5083405DEBITAT0,PLACI DEBITATE TURNATA 5083 405 MM,{0},,,,,,,,KG,BUC,1,AL CUT PLATE 5083 405 MMCAST,KG,n,PLACI DEBITATE TURNATA 5083 405 MM,y,,,
120PT5083305DEBITAT0,PLACI DEBITATE TURNATA 5083 305 MM,{0},,,,,,,,KG,BUC,1,AL CUT PLATE 5083 305 MMCAST,KG,n,PLACI DEBITATE TURNATA 5083 305 MM,y,,,
25110020006000063600,TEAVA ALU D 110X20X6000 MM 6082 T6,{0},,,,,,,,KG,,0,ALU ROUND TUBES D110X20X6000 MM 6082 T6,KG,n,TEAVA ALU D 110X20X6000 MM 6082 T6,n,,,
25042004006000061500,TEAVA ALU D 42X4X6000 MM  6060 T6,{0},,,,,,,,KG,,0,ALU ROUND TUBES 42X4X6000 MM 6060 T6,KG,n,TEAVA ALU D 42X4X6000 MM  6060 T6,n,,,
35000500030040000140,TEAVA ALAMA CUZN37 R370 D50X3X4000 MM ,{0},,,,,,,,KG,,0,BRASS ROUND TUBES D50X3X4000 MM  CUZN37 R370,KG,n,TEAVA ALAMA CUZN37 R370 D50X3X4000 MM ,n,,,
27050012040000063600,BARA LATA ALU  50X12X3000 MM 6082 T6,{0},,,,,,,,KG,,0,ALU FLAT BARS 50X12X3000 MM 6082 T6,KG,n,BARA LATA ALU  50X12X3000 MM 6082 T6,n,,,
3600060004300WIELAND,BARA PATRATA ALAMA 60X60X3000 MM CUZN39PB3 WIELAND,{0},,,,,,,,KG,ML,30.456,BRASS SQUARE BARS CUZN39PB3 M 60X60X3000 MM,KG,n,BARA PATRATA ALAMA 60X60X3000 MM CUZN39PB3 WIELAND,n,,,
32225000000000000240,PLACA ALAMA DEB CUZN39PB2 25 MM,{0},,,,,,,,KG,,0,BRASS CUT PLATE CUZN39PB2 25MM ,KG,n,PLACA ALAMA DEB CUZN39PB2 25 MM,n,,,
46000080000001000200,BARA CUPRU D8 MM CW008A CU-OF COLAC,{0},,,,,,,,KG,,0,COPPER BARS IN COILS D8 MM E-CU57 F20 DIN1787,KG,n,BARA CUPRU D8 MM CW008A CU-OF COLAC,y,,,
SCH1210252001,DIUZA BILA AER (METAL),{0},,,,,,,,BUC,,0,,BUC,n,DIUZA BILA AER (METAL),n,,,
SCH36040602,STRIPPER HOUSING (SCHELLING),{0},,,,,,,,BUC,,0,,BUC,n,STRIPPER HOUSING (SCHELLING),n,,,
SCH36040102,CARCASA RULMENT (SCHELLING) ,{0},,,,,,,,BUC,,0,,BUC,n,CARCASA RULMENT (SCHELLING) ,n,,,
SCH100734,PLASA RULMENTI 15/10 MM (SCHELLING),{0},,,,,,,,BUC,,0,,BUC,n,PLASA RULMENTI 15/10 MM (SCHELLING),n,,,
SCH107369,ROLA (SCHELLING) ,{0},,,,,,,,BUC,,0,,BUC,n,ROLA (SCHELLING) ,n,,,
SCH107368,RULMENT RULMENT,{0},,,,,,,,BUC,,0,,BUC,n,RULMENT RULMENT,n,,,
SCH121945,CUREA DINTATA (SCHELLING) ,{0},,,,,,,,BUC,,0,,BUC,n,CUREA DINTATA (SCHELLING) ,n,,,
SCH4460319001,AX FIXARE PANZA (SCHELLING),{0},,,,,,,,BUC,,0,,BUC,n,AX FIXARE PANZA (SCHELLING),n,,,
SCH103750,CILINDRU (SCHELLING) ,{0},,,,,,,,BUC,,0,,BUC,n,CILINDRU (SCHELLING) ,n,,,
SCH174127,ELECTROVALVA (SCHELLING) ,{0},,,,,,,,BUC,,0,,BUC,n,ELECTROVALVA (SCHELLING) ,n,,,
SCH4460652007,CHIP BASKET COVER COVER,{0},,,,,,,,BUC,,0,,BUC,n,CHIP BASKET COVER COVER,n,,,
SCH4460602001,SISTEM RIDICARE (SCHELLING) ,{0},,,,,,,,BUC,,0,,BUC,n,SISTEM RIDICARE (SCHELLING) ,n,,,
SCH4464532006,PROFIL BARA PRESOARE (SCHELLING),{0},,,,,,,,BUC,,0,,BUC,n,PROFIL BARA PRESOARE (SCHELLING),n,,,
SCH108907,SYLOMER (SCHELLING) ,{0},,,,,,,,BUC,,0,,BUC,n,SYLOMER (SCHELLING) ,n,,,
SCH103719,RUBBER STRIP STRIP,{0},,,,,,,,BUC,,0,,BUC,n,RUBBER STRIP STRIP,n,,,
SCH174115,ELECTROVALVA (SCHELLING) ,{0},,,,,,,,BUC,,0,,BUC,n,ELECTROVALVA (SCHELLING) ,n,,,
SCH174120,ELECTROVALVA (SCHELLING),{0},,,,,,,,BUC,,0,,BUC,n,ELECTROVALVA (SCHELLING),n,,,
SCH4464639051,LAMELLA SCHELLING SCHELLING,{0},,,,,,,,BUC,,0,,BUC,n,LAMELLA SCHELLING SCHELLING,n,,,
SCH4464639050,LAMELLA FK6 100/170 (PA) (SCHELLING),{0},,,,,,,,BUC,,0,,BUC,n,LAMELLA FK6 100/170 (PA) (SCHELLING),n,,,
SCH1210352009,LAMELLA (SCHELLING) ,{0},,,,,,,,BUC,,0,,BUC,n,LAMELLA (SCHELLING) ,n,,,
SCH105180,HL42-5L (SCHELLING) ,{0},,,,,,,,BUC,,0,,BUC,n,HL42-5L (SCHELLING) ,n,,,
SCH4541042004,PINIUN (SCHELLING),{0},,,,,,,,BUC,,0,,BUC,n,PINIUN (SCHELLING),n,,,
SCH4541042021,SET TENSIONARE (SCHELLING) ,{0},,,,,,,,BUC,,0,,BUC,n,SET TENSIONARE (SCHELLING) ,n,,,
SCH4541602074,CLEMA INFERIOARA (SCHELLING),{0},,,,,,,,BUC,,0,,BUC,n,CLEMA INFERIOARA (SCHELLING),n,,,
SCH4541602075,CLEMA INFERIOARA (SCHELLING),{0},,,,,,,,BUC,,0,,BUC,n,CLEMA INFERIOARA (SCHELLING),n,,,
SCH4541642001,CLEMA SUPERIOARA SCHELLING ,{0},,,,,,,,BUC,,0,,BUC,n,CLEMA SUPERIOARA SCHELLING ,n,,,
12050300100020001222,TABLA ALUMINIU 5005 H22 3X1000X2000 MM FOL 2 PARTI,{0},,,,,,,,KG,,0,AL. SHEETS 5005 H22 3.0X1000X2000 MM + 1 SIDE PVC,KG,n,TABLA ALUMINIU 5005 H22 3X1000X2000 MM FOL 2 PARTI,n,,,
SCH208267,CONECTOR VALVA (SCHELLING),{0},,,,,,,,BUC,,0,,BUC,n,CONECTOR VALVA (SCHELLING),n,,,
SCH207806,SENSOR LASER (SCHELLING),{0},,,,,,,,BUC,,0,,BUC,n,SENSOR LASER (SCHELLING),n,,,
SCH207807,PROTECTIE (SCHELLING) ,{0},,,,,,,,BUC,,0,,BUC,n,PROTECTIE (SCHELLING) ,n,,,
SCH207555,CABLU SENZOR SENZOR,{0},,,,,,,,BUC,,0,,BUC,n,CABLU SENZOR SENZOR,n,,,
SCH208286,INDUCTIVE SENSOR (SCHELLING),{0},,,,,,,,BUC,,0,,BUC,n,INDUCTIVE SENSOR (SCHELLING),n,,,
SCH106350,MAGNETIC SWITCH (SCHELLING) ,{0},,,,,,,,BUC,,0,,BUC,n,MAGNETIC SWITCH (SCHELLING) ,n,,,
SCH106351,"SOLENOID SWITCH, FASTENING (SCHELLING)",{0},,,,,,,,BUC,,0,,BUC,n,"SOLENOID SWITCH, FASTENING (SCHELLING)",n,,,
SCH105529,CONECTOR (SCHELLING) ,{0},,,,,,,,BUC,,0,,BUC,n,CONECTOR (SCHELLING) ,n,,,
27100030004000063600,BARA LATA ALU  100X30X3000 MM 6082 T6,{0},,,,,,,,KG,ML,8.1,ALU FLAT BARS 100X30X3000 MM 6082 T6,KG,n,BARA LATA ALU  100X30X3000 MM 6082 T6,n,,,
42103001000200000242,TABLA CUPRU CU-DHP R240 1/2 T 3X1000X2000 MM FOLIAT 2P,{0},,,,,,,,KG,,0,COPPER SHEETS CU-DHP R240 3X1000X2000 MM WITH PROTECTION FOIL 2 SIDES,KG,n,TABLA CUPRU CU-DHP R240 1/2 T 3X1000X2000 MM FOLIAT 2P,n,,,
28SINAMICA,SINAMICA SINA MICA,{0},,,,,,,,KG,ML,0.354,PROFILE 42120X4000MM 6060 T660,KG,n,SINAMICA SINA MICA,n,,,
27040008030000063500,BARA LATA ALU  40X8X3000 MM 6082 T6,{0},,,,,,,,KG,ML,0.864,ALU FLAT BARS 40X8X3000 MM 6082 T6,KG,n,BARA LATA ALU  40X8X3000 MM 6082 T6,n,,,
27040020060000063500,BARA LATA ALU  40X20X6000 MM 6082 T6,{0},,,,,,,,KG,ML,2.16,ALU FLAT BARS 40X20X6000 MM 6082 T6,KG,n,BARA LATA ALU  40X20X6000 MM 6082 T6,n,,,
48050010002000002340,TABLA  BRONZ 5X1000X2000 MM CUSN6,{0},,,,,,,,KG,,0,BRONZE SHEETS 5 X 1000 X 1000 MM CUSN6 R500,KG,n,TABLA  BRONZ 5X1000X2000 MM CUSN6,n,,,
45000220025030000240,TEAVA CUPRU D22X2.5X3000 MM CU-DHP R250,{0},,,,,,,,KG,,0,COPPER TUBES D22X2.5X3000 MM CU-DHP R250,KG,n,TEAVA CUPRU D22X2.5X3000 MM CU-DHP R250,n,,,
43000460019003002040,TEAVA BRONZ D46X19X3000 MM CUSN7ZN4PB7-C-GC,{0},,,,,,,,KG,,0,BRONZE ROUND TUBES D46X19X3000 MM CUSN7ZN4PB7-C-GC,KG,n,TEAVA BRONZ D46X19X3000 MM CUSN7ZN4PB7-C-GC,n,,,
43000570044003002040,TEAVA BRONZ D57X44X3000 MM CUSN7ZN4PB7-C-GC,{0},,,,,,,,KG,,0,BRONZE ROUND TUBES D57X44X3000 MM CUSN7ZN4PB7-C-GC,KG,n,TEAVA BRONZ D57X44X3000 MM CUSN7ZN4PB7-C-GC,n,,,
43000820033003002140,TEAVA BRONZ D82X33X3000 MM  CUSN7ZN4PB7-C-GC,{0},,,,,,,,KG,,0,BRONZE ROUND TUBES D82X33X3000 MM  CUSN7ZN4PB7-C-GC,KG,n,TEAVA BRONZ D82X33X3000 MM  CUSN7ZN4PB7-C-GC,n,,,
43000540014003002040,TEAVA BRONZ D57X14X3000 MM CUSN7ZN4PB7-C-GC,{0},,,,,,,,KG,,0,BRONZE ROUND TUBES D57X14X3000 MM CUSN7ZN4PB7-C-GC,KG,n,TEAVA BRONZ D57X14X3000 MM CUSN7ZN4PB7-C-GC,n,,,
43000570014003002040,TEAVA BRONZ D57X14X3000 MM CUSN7ZN4PB7-C-GC,{0},,,,,,,,KG,ML,21.3298,BRONZE ROUND TUBES D57X14X3000 MM CUSN7ZN4PB7-C-GC,KG,n,TEAVA BRONZ D57X14X3000 MM CUSN7ZN4PB7-C-GC,n,,,
12050600125025001301,TABLA ALUMINIU 5754 H111 6X1250X2500 MM FOL 1 PARTE,{0},,,,,,,,KG,BUC,49.875,AL. SHEETS 5754 H111 6X1250X2500 MM + 1 SIDE PVC,KG,n,TABLA ALUMINIU 5754 H111 6X1250X2500 MM FOL 1 PARTE,n,,,
21035035050600061500,CORNIER ALU 35X35X5X6000 MM 6060  T6,{0},,,,,,,,KG,ML,0.8775,ALU L PROFILES 35X35X5X6000 MM 6060 T6,KG,n,CORNIER ALU 35X35X5X6000 MM 6060  T6,n,,,
43000460028003002040,TEAVA BRONZ D46X28X3000 MM CUSN7ZN4PB7-C-GC,{0},,,,,,,,KG,,0,BRONZE ROUND TUBES D46X28X3000 MM CUSN7ZN4PB7-C,KG,n,TEAVA BRONZ D46X28X3000 MM CUSN7ZN4PB7-C-GC,n,,,
43000910039003002040,TEAVA BRONZ D91X39X3000 MM CUSN7ZN4PB7-C-GC,{0},,,,,,,,KG,,0,BRONZE ROUND TUBES D91X39X3000 MM CUSN7ZN4PB7-C,KG,n,TEAVA BRONZ D91X39X3000 MM CUSN7ZN4PB7-C-GC,n,,,
32200501000201MIRROR,TABLA ALAMA CUZN37 R350 MIRROR 0.5X1000X2000 MM FOLIAT 2 P,{0},,,,,,,,KG,BUC,8.47,BRASS SHEETS CUZN37 R350 MIRROR 0.5X1000X2000 MM WITH PROTECTION FOIL 2 SIDES,KG,n,TABLA ALAMA CUZN37 R350 MIRROR 0.5X1000X2000 MM FOLIAT 2 P,n,,,
12060250125025006360,TABLA  ALUMINIU 6082 2.5x1250x2500 MM,{0},,,,,,,,KG,,0,AL. SHEETS 6082  2.5X1250X2500 MM,KG,n,TABLA  ALUMINIU 6082 2.5x1250x2500 MM,n,,,
24140020030600061500,TEAVA RECTANG. ALU140X20X3X6000 MM 6060  T6,{0},,,,,,,,KG,,0,ALU RECT. TUBES 140X20X3X6000 MM 6060 T6,KG,n,TEAVA RECTANG. ALU140X20X3X6000 MM 6060  T6,n,,,
23020040040600061500,PROFIL ALU U 20X40X20X4X6000 MM 6060  T6,{0},,,,,,,,KG,,0,ALU U PROFILES 20X40X20X4X6000 MM 6060 T6,KG,n,PROFIL ALU U 20X40X20X4X6000 MM 6060  T6,n,,,
41105005003000201240,BANDA CUPRU TECU CLASSIC CU-DHP R240 1/2T 0.5X500 MM 30 ML/RULOU,{0},,,,,,,,KG,M2,4.47,COPPER TECU®CLASSIC CU-DHP 1/2 HARD 0.5X500 MM  IN COIL 30M,KG,n,BANDA CUPRU TECU CLASSIC CU-DHP R240 1/2T 0.5X500 MM 30 ML/RULOU,n,,,
46001300000003000440,BARA CUPRU D130 MMCU-ETP M,{0},,,,,,,,KG,ML,118.6025,COPPER ROUND BARS D130 MMCU-ETP M,KG,n,BARA CUPRU D130 MMCU-ETP M,y,,,
42120000000000000440,PLACA CUPRU DEB CU-ETP 20 MM,{0},,,,,,,,KG,,0,COPPER PLATE CUT CU-ETP 20 MM,KG,n,PLACA CUPRU DEB CU-ETP 20 MM,n,,,
26012000003000024500,BARA ALU D 12X3000 MM 2011 T3 TRASA,{0},,,,,,,,KG,,0,ALU ROUND DRAWN BARS 12X3000 MM 2011 T3,KG,n,BARA ALU D 12X3000 MM 2011 T3 TRASA,y,,,
24080020015600061500,TEAVA RECTANG. ALU 80X20X1.5X6000 MM 6060  T6,{0},,,,,,,,KG,ML,0.7857,ALU RECT. TUBES 80X20X1.5X6000 MM 6060 T6,KG,n,TEAVA RECTANG. ALU 80X20X1.5X6000 MM 6060  T6,n,,,
120PP7021050DEBITAT0,PLACI DEBITATE DE PRECIZIE 7021 50 MM,{0},,,,,,,,KG,BUC,1,PREC. MACH. CAST AL PLATE 7021 50 MM,KG,n,PLACI DEBITATE DE PRECIZIE 7021 50 MM,y,,,
27090025003000061500,BARA LATA ALU  90X25X6000 MM 6060 T6,{0},,,,,,,,KG,ML,6.075,ALU FLAT BARS 90X25X6000 MM 6060 T6 ,KG,n,BARA LATA ALU  90X25X6000 MM 6060 T6,n,,,
47000400150040000144,BARA LATA CUPRU CU-ETP 1/2 T 40X15X4000 MM,{0},,,,,,,,KG,ML,5.364,COPPER FLAT BARSCU-ETP 1/2 T 40X15X4000 MM,KG,n,BARA LATA CUPRU CU-ETP 1/2 T 40X15X4000 MM,n,,,
48000200040003002240,BARA PATRATA ALU-BRONZ 20X20X3000 MM CUAL10NI5FE4,{0},,,,,,,,KG,ML,3.04,BRONZE SQUARE BARS 20X20X3000 MM CUAL10NI5FE4,KG,n,BARA PATRATA ALU-BRONZ 20X20X3000 MM CUAL10NI5FE4,n,,,
